id,qid1,qid2,question1,question2,is_duplicate
323650,634882,634883,Which type of shoes suits best for night parties?,Which organic aloevera gel is best suited and effective for oily and acne prone skin type?,0
204755,403975,403976,How do I unlock BitLocker without recovery key and password?,How can I unlock a BitLocker Drive after changing the OS?,0
262914,517318,517319,Which is correct name for bhindi in English?,"Does the sentence, ""I expect to be disappointed,"" make sense?",0
62303,123905,123906,What are random acts of kindness goals?,What random act of kindness have you done this week?,0
112182,222428,222429,What are the famous tourism places in Pakistan?,What are some places to visit in Pakistan?,1
226155,445720,445721,"Can Trump’s accusers still sue? Is there a statute of limitations on sexual assault, and does it differ by state?",Is there a statute of limitations in the US regarding reporting investment property losses on a tax return?,0
364982,714447,714448,Which is the best university for chemical engineering in the USA?,Which are the best universities for engineering in USA?,0
138908,274980,274981,Can anyone predict the future?,How can someone predict the future?,0
127419,252428,252429,Who won the first debate in your opinion Hillary Clinton or Donald Trump?,Who won the first presidential debate September 2016?,1
281670,553698,553699,How can I start to learn chemistry?,How do you start learning chemistry by yourself?,0
180277,356081,356082,What is conduction?,What is the conduction process?,0
186365,368000,368001,How do you control your anger?,What do I do when I can't control my anger?,1
25844,51542,51543,Who are some most followed/popular writer in Quora?,Who are the most followed people on Quora? Why do they have so many followers?,1
389828,762021,762022,"Can I appear for CAT for practice purpose, though I am aware that I am not eligible?","Can I appear for the CAT for practice purposes, though I am aware that I am not eligible?",1
197585,389959,389960,I want to make a website for online airline ticket reservation. What language can I use?,"My friend said ""Java is a girl's programming language and C++/C is for men"" and I feel offended. How can I get over it?",0
141141,279374,279375,How can I be a musical composer?,What is a good way to compose music?,0
353611,692616,139501,What are the best Radiohead B Side songs?,What are the best Radiohead songs?,0
335290,657386,657387,Should I live or die?,Are we living or are we dying?,0
152188,301041,301042,What is the best earphones available under Rs.2000 (around 35 usd)?,What are the best earphones under/around Rs.2000 ?,1
10600,21165,21166,What are the embarrassing moment of your life?,What is the most embarrassing moment of your life when you were a kid?,0
160646,317623,317624,"Do people say ""make"" a party or ""have"" a party in Spanish?",How do you say prayer in Spanish?,0
367460,719191,719192,Is it okay for a 15-year-old girl to date a 16-year-old boy?,Can a 14 year old guy date a 12 year old girl?,0
221263,436162,436163,I would like to study as an undergraduate in the US or Canada. Any suggestions?,What happens when you visit a browser in background?,0
383909,750710,750711,What are the things that you easily believed during your childhood that weren't true?,What are the dumbest things that you assumed to be true during your childhood?,0
159543,315467,315468,How did you learn to speak English?,How can you speak and learn fluent English like Karan Johar?,1
157835,312116,312117,Does masturbating reduce stamina?,Does masturbation reduce stamina?,1
322227,632123,632124,"How do I get a job as a game programmer at Ubisoft, Pune?","How do I apply for a Marketing/Sales job in Ubisoft, Pune?",0
234671,462341,462342,"Do ghosts really exist? If no, how do we explain some people getting possesed?",Do ghosts really exists?,1
246479,485386,485387,What are the best career option for a Diploma holder in Electrical Engineering?,What are the career options after electrical and electronics engineering?,1
272477,535850,535851,Difference between sociology and psychology?,What's the difference between sociology and psychology?,1
267259,525739,525740,How do you train a German Shepherd/Mastiff mix?,How do you train German Shepherd/Pitbull mix?,0
104850,207975,207976,Could Donald Trump be a Democratic plant? Is he trying to help Hillary Clinton?,Does Bill Clinton regret calling Donald Trump to persuade him into running as a Republican for U.S. President?,0
3357,6712,6713,What is the difference between cheap and expensive bottled water?,Is bottled water better for you than tap water? ,0
188300,371798,371799,What is the craziest fact about Pablo Escobar?,Did Indian history ever witness some like Pablo Escobar?,0
98232,194957,194958,"In which order should I read the works of Tolkien? (The Hobbit, Lord of the Rings, The Silmarillion)",The Lord of the Rings (creative franchise): What is the best possible order in which to read J.R.R. Tolkein's works on middle earth?,1
399641,780776,780777,Is MUOET tougher than JEE Mains?,Is GATE tougher than JEE?,0
11141,22246,22247,Why does America think they're the best country in the world?,"Is it wrong that I find it ignorant of Americans to say that America is the best country in the world? I'm American living in Sydney, Australia ",0
121559,240890,240891,"Last day I received a message from my bank, saying that an amount of Rs.295 was debited by%A0 transfer. What does this mean?",What is %A0 transfer in SBI? Amount has been debited from my account without my permission.,0
233198,459448,459449,What is a jobber?,Who is a jobber?,0
180556,356626,356627,In vim - how do I move the next 5 lines to the end of the file?,How do I jump among lines which are considered by Vim as a long line with HJKL?,0
233760,460552,460553,Which woman has world's most dazzling bellybutton?,Which woman has world's most attractive belly button?,1
256701,505260,505261,What are the pros and cons of a skateboard vs a bike?,What are the pros and cons of commuting to work by bus?,0
275418,541551,541552,What do you think was the biggest mistake of your life?,What is the biggest mistake of life?,0
137131,271505,271506,Why is Russia and Pakistan holding their first joint military exercise in 2016? Is this Modi's biggest failure?,Is Pakistan-Russia joint military exercise biggest failure of Modi Government?,1
341215,668837,668838,Cake Delivery in Noida celebrate Every Occasion?,What is the best technique to reduce traffic congestion in Content-centric Networking (caused by interest packet flooding)?,0
